2026-02-15 12:58:29,763 | BASE_PAGE | INFO | Opening the url "./#/courses/create"
2026-02-15 12:58:31,496 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-exercises-box-toolbar-create-exercise-button at index 0
2026-02-15 12:58:31,496 | BASE_ELEMENT | INFO | Checking  that button 'Create button is visible'
2026-02-15 12:58:31,519 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-title-input at index 0
2026-02-15 12:58:31,519 | BASE_ELEMENT | INFO | Checking  that input 'Input is visible'
2026-02-15 12:58:31,539 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-title-input at index 0
2026-02-15 12:58:31,539 | INPUT | INFO | Checking that 'input' 'Input' has value ''
2026-02-15 12:58:31,552 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-estimated-time-input at index 0
2026-02-15 12:58:31,553 | BASE_ELEMENT | INFO | Checking  that input 'Input is visible'
2026-02-15 12:58:31,566 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-estimated-time-input at index 0
2026-02-15 12:58:31,566 | INPUT | INFO | Checking that 'input' 'Input' has value ''
2026-02-15 12:58:31,579 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-description-input at index 0
2026-02-15 12:58:31,579 | TEXTAREA | INFO | Checking that 'textarea' 'Textarea' is visible
2026-02-15 12:58:31,593 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-description-input at index 0
2026-02-15 12:58:31,593 | TEXTAREA | INFO | Checking that 'textarea' 'Textarea' has value ''
2026-02-15 12:58:31,603 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-max-score-input at index 0
2026-02-15 12:58:31,603 | BASE_ELEMENT | INFO | Checking  that input 'Input is visible'
2026-02-15 12:58:31,616 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-max-score-input at index 0
2026-02-15 12:58:31,616 | INPUT | INFO | Checking that 'input' 'Input' has value '0'
2026-02-15 12:58:31,638 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-15 12:58:31,638 | BASE_ELEMENT | INFO | Checking  that input 'Input is visible'
2026-02-15 12:58:31,663 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-15 12:58:31,664 | INPUT | INFO | Checking that 'input' 'Input' has value '0'
2026-02-15 12:58:31,675 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-exercises-empty-view-icon at index 0
2026-02-15 12:58:31,675 | BASE_ELEMENT | INFO | Checking  that icon 'Icon is visible'
2026-02-15 12:58:31,690 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-exercises-empty-view-title-text at index 0
2026-02-15 12:58:31,690 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-15 12:58:31,704 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-exercises-empty-view-title-text at index 0
2026-02-15 12:58:31,705 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'There is no exercises'
2026-02-15 12:58:31,713 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-exercises-empty-view-description-text at index 0
2026-02-15 12:58:31,713 | BASE_ELEMENT | INFO | Checking  that text 'Description is visible'
2026-02-15 12:58:31,726 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-exercises-empty-view-description-text at index 0
2026-02-15 12:58:31,726 | BASE_ELEMENT | INFO | Checking  that text 'Description' has text 'Click on "Create exercise" button to create new exercise'
2026-02-15 12:58:31,740 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-preview-image-upload-widget-input at index 0
2026-02-15 12:58:31,740 | FILE_INPUT | INFO | Set file './testdata/files/main.jpg' to the 'file input' 'Upload image'
2026-02-15 12:58:31,763 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-preview-image-upload-widget-info-description-text at index 0
2026-02-15 12:58:31,763 | BASE_ELEMENT | INFO | Checking  that text 'Description image is visible'
2026-02-15 12:58:31,802 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-preview-image-upload-widget-info-description-text at index 0
2026-02-15 12:58:31,802 | BASE_ELEMENT | INFO | Checking  that text 'Description image' has text 'Recommended file size 540X300'
2026-02-15 12:58:31,810 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-preview-image-upload-widget-info-title-text at index 0
2026-02-15 12:58:31,810 | BASE_ELEMENT | INFO | Checking  that text 'Tittle image is visible'
2026-02-15 12:58:31,819 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-preview-image-upload-widget-info-title-text at index 0
2026-02-15 12:58:31,819 | BASE_ELEMENT | INFO | Checking  that text 'Tittle image' has text 'Tap on "Upload image" button to select file'
2026-02-15 12:58:31,826 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-preview-image-upload-widget-info-icon at index 0
2026-02-15 12:58:31,826 | BASE_ELEMENT | INFO | Checking  that icon 'Icon image is visible'
2026-02-15 12:58:31,833 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-preview-image-upload-widget-preview-image at index 0
2026-02-15 12:58:31,833 | BASE_ELEMENT | INFO | Checking  that image 'Image is visible'
2026-02-15 12:58:31,844 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-preview-image-upload-widget-remove-button at index 0
2026-02-15 12:58:31,844 | BASE_ELEMENT | INFO | Checking  that button 'Delete image is visible'
2026-02-15 12:58:31,852 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-title-input at index 0
2026-02-15 12:58:31,852 | INPUT | INFO | Fill 'input' 'Input' to value 'Playwright'
2026-02-15 12:58:31,894 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-title-input at index 0
2026-02-15 12:58:31,894 | INPUT | INFO | Checking that 'input' 'Input' has value 'Playwright'
2026-02-15 12:58:31,904 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-estimated-time-input at index 0
2026-02-15 12:58:31,904 | INPUT | INFO | Fill 'input' 'Input' to value '2 days'
2026-02-15 12:58:31,936 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-estimated-time-input at index 0
2026-02-15 12:58:31,936 | INPUT | INFO | Checking that 'input' 'Input' has value '2 days'
2026-02-15 12:58:31,946 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-description-input at index 0
2026-02-15 12:58:31,946 | TEXTAREA | INFO | Fill 'textarea' 'Textarea' to value 'Здесь могла быть твоя реклама'
2026-02-15 12:58:31,981 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-description-input at index 0
2026-02-15 12:58:31,981 | TEXTAREA | INFO | Checking that 'textarea' 'Textarea' has value 'Здесь могла быть твоя реклама'
2026-02-15 12:58:31,991 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-max-score-input at index 0
2026-02-15 12:58:31,992 | INPUT | INFO | Fill 'input' 'Input' to value '40'
2026-02-15 12:58:32,028 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-max-score-input at index 0
2026-02-15 12:58:32,028 | INPUT | INFO | Checking that 'input' 'Input' has value '40'
2026-02-15 12:58:32,036 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-15 12:58:32,037 | INPUT | INFO | Fill 'input' 'Input' to value '20'
2026-02-15 12:58:32,068 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-15 12:58:32,068 | INPUT | INFO | Checking that 'input' 'Input' has value '20'
2026-02-15 12:58:32,078 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-toolbar-create-course-button at index 0
2026-02-15 12:58:32,078 | BASE_ELEMENT | INFO | Clicking button 'Create button'
2026-02-15 12:58:32,175 | BASE_COMPONENT | INFO | Checking that current url mathes pattern ".*/#/courses"
2026-02-15 12:58:32,194 | BASE_ELEMENT | INFO | Getting locator with data-testid=courses-list-toolbar-title-text at index 0
2026-02-15 12:58:32,195 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-15 12:58:32,214 | BASE_ELEMENT | INFO | Getting locator with data-testid=courses-list-toolbar-title-text at index 0
2026-02-15 12:58:32,214 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Courses'
2026-02-15 12:58:32,222 | BASE_ELEMENT | INFO | Getting locator with data-testid=courses-list-toolbar-create-course-button at index 0
2026-02-15 12:58:32,222 | BASE_ELEMENT | INFO | Checking  that button 'Create button is visible'
2026-02-15 12:58:32,229 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-widget-title-text at index 0
2026-02-15 12:58:32,229 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-15 12:58:32,236 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-widget-title-text at index 0
2026-02-15 12:58:32,237 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Playwright'
2026-02-15 12:58:32,243 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-preview-image at index 0
2026-02-15 12:58:32,243 | BASE_ELEMENT | INFO | Checking  that image 'Image is visible'
2026-02-15 12:58:32,254 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-max-score-info-row-view-text at index 0
2026-02-15 12:58:32,254 | BASE_ELEMENT | INFO | Checking  that text 'Max_score is visible'
2026-02-15 12:58:32,264 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-max-score-info-row-view-text at index 0
2026-02-15 12:58:32,264 | BASE_ELEMENT | INFO | Checking  that text 'Max_score' has text 'Max score: 40'
2026-02-15 12:58:32,272 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-min-score-info-row-view-text at index 0
2026-02-15 12:58:32,272 | BASE_ELEMENT | INFO | Checking  that text 'Min_score is visible'
2026-02-15 12:58:32,279 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-min-score-info-row-view-text at index 0
2026-02-15 12:58:32,279 | BASE_ELEMENT | INFO | Checking  that text 'Min_score' has text 'Min score: 20'
2026-02-15 12:58:32,288 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-estimated-time-info-row-view-text at index 0
2026-02-15 12:58:32,288 | BASE_ELEMENT | INFO | Checking  that text 'Estimated_time is visible'
2026-02-15 12:58:32,298 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-estimated-time-info-row-view-text at index 0
2026-02-15 12:58:32,298 | BASE_ELEMENT | INFO | Checking  that text 'Estimated_time' has text 'Estimated time: 2 days'
