2026-02-07 11:59:43,615 | BASE_PAGE | INFO | Opening the url "./#/dashboard"
2026-02-07 11:59:45,250 | BASE_ELEMENT | INFO | Getting locator with data-testid=dashboard-drawer-list-item-title-text at index 0
2026-02-07 11:59:45,250 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Dashboard'
2026-02-07 11:59:45,257 | BASE_ELEMENT | INFO | Getting locator with data-testid=dashboard-drawer-list-item-button at index 0
2026-02-07 11:59:45,258 | BASE_ELEMENT | INFO | Checking  that button 'Button is visible'
2026-02-07 11:59:45,266 | BASE_ELEMENT | INFO | Getting locator with data-testid=dashboard-toolbar-title-text at index 0
2026-02-07 11:59:45,267 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-07 11:59:45,274 | BASE_ELEMENT | INFO | Getting locator with data-testid=dashboard-toolbar-title-text at index 0
2026-02-07 11:59:45,274 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Dashboard'
2026-02-07 11:59:45,281 | BASE_ELEMENT | INFO | Getting locator with data-testid=students-widget-title-text at index 0
2026-02-07 11:59:45,281 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-07 11:59:45,287 | BASE_ELEMENT | INFO | Getting locator with data-testid=students-widget-title-text at index 0
2026-02-07 11:59:45,287 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Students'
2026-02-07 11:59:45,294 | BASE_ELEMENT | INFO | Getting locator with data-testid=students-bar-chart at index 0
2026-02-07 11:59:45,294 | BASE_ELEMENT | INFO | Checking  that chart 'Chart is visible'
2026-02-07 11:59:45,301 | BASE_ELEMENT | INFO | Getting locator with data-testid=activities-widget-title-text at index 0
2026-02-07 11:59:45,301 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-07 11:59:45,309 | BASE_ELEMENT | INFO | Getting locator with data-testid=activities-widget-title-text at index 0
2026-02-07 11:59:45,309 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Activities'
2026-02-07 11:59:45,317 | BASE_ELEMENT | INFO | Getting locator with data-testid=activities-line-chart at index 0
2026-02-07 11:59:45,317 | BASE_ELEMENT | INFO | Checking  that chart 'Chart is visible'
2026-02-07 11:59:45,324 | BASE_ELEMENT | INFO | Getting locator with data-testid=courses-widget-title-text at index 0
2026-02-07 11:59:45,324 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-07 11:59:45,331 | BASE_ELEMENT | INFO | Getting locator with data-testid=courses-widget-title-text at index 0
2026-02-07 11:59:45,331 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Courses'
2026-02-07 11:59:45,338 | BASE_ELEMENT | INFO | Getting locator with data-testid=courses-pie-chart at index 0
2026-02-07 11:59:45,338 | BASE_ELEMENT | INFO | Checking  that chart 'Chart is visible'
2026-02-07 11:59:45,344 | BASE_ELEMENT | INFO | Getting locator with data-testid=scores-widget-title-text at index 0
2026-02-07 11:59:45,344 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-07 11:59:45,353 | BASE_ELEMENT | INFO | Getting locator with data-testid=scores-widget-title-text at index 0
2026-02-07 11:59:45,353 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Scores'
2026-02-07 11:59:45,360 | BASE_ELEMENT | INFO | Getting locator with data-testid=scores-scatter-chart at index 0
2026-02-07 11:59:45,360 | BASE_ELEMENT | INFO | Checking  that chart 'Chart is visible'
