2026-02-07 11:55:20,296 | BASE_PAGE | INFO | Opening the url "./#/courses/create"
2026-02-07 11:55:22,222 | BASE_ELEMENT | INFO | Clicking button 'Menu'
2026-02-07 11:55:22,279 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-view-edit-menu-item at index 0
2026-02-07 11:55:22,280 | BASE_ELEMENT | INFO | Checking  that button 'Edit course is visible'
2026-02-07 11:55:22,289 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-view-edit-menu-item at index 0
2026-02-07 11:55:22,289 | BASE_ELEMENT | INFO | Clicking button 'Edit course'
2026-02-07 11:55:22,576 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-title-input at index 0
2026-02-07 11:55:22,577 | BASE_ELEMENT | INFO | Checking  that input 'Input is visible'
2026-02-07 11:55:22,585 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-title-input at index 0
2026-02-07 11:55:22,585 | INPUT | INFO | Checking that 'input' 'Input' has value 'Лучший тайтл'
2026-02-07 11:55:22,590 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-estimated-time-input at index 0
2026-02-07 11:55:22,590 | BASE_ELEMENT | INFO | Checking  that input 'Input is visible'
2026-02-07 11:55:22,595 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-estimated-time-input at index 0
2026-02-07 11:55:22,595 | INPUT | INFO | Checking that 'input' 'Input' has value '2 weeks'
2026-02-07 11:55:22,601 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-description-input at index 0
2026-02-07 11:55:22,602 | TEXTAREA | INFO | Checking that 'textarea' 'Textarea' is visible
2026-02-07 11:55:22,609 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-description-input at index 0
2026-02-07 11:55:22,609 | TEXTAREA | INFO | Checking that 'textarea' 'Textarea' has value 'По щучьему велению, по моему хотению'
2026-02-07 11:55:22,617 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-max-score-input at index 0
2026-02-07 11:55:22,618 | BASE_ELEMENT | INFO | Checking  that input 'Input is visible'
2026-02-07 11:55:22,624 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-max-score-input at index 0
2026-02-07 11:55:22,624 | INPUT | INFO | Checking that 'input' 'Input' has value '25'
2026-02-07 11:55:22,631 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-07 11:55:22,631 | BASE_ELEMENT | INFO | Checking  that input 'Input is visible'
2026-02-07 11:55:22,637 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-07 11:55:22,638 | INPUT | INFO | Checking that 'input' 'Input' has value '5'
2026-02-07 11:55:22,646 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-title-input at index 0
2026-02-07 11:55:22,646 | INPUT | INFO | Fill 'input' 'Input' to value 'Новый тайтл'
2026-02-07 11:55:22,672 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-title-input at index 0
2026-02-07 11:55:22,672 | INPUT | INFO | Checking that 'input' 'Input' has value 'Новый тайтл'
2026-02-07 11:55:22,686 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-estimated-time-input at index 0
2026-02-07 11:55:22,686 | INPUT | INFO | Fill 'input' 'Input' to value '1 day'
2026-02-07 11:55:22,722 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-estimated-time-input at index 0
2026-02-07 11:55:22,722 | INPUT | INFO | Checking that 'input' 'Input' has value '1 day'
2026-02-07 11:55:22,734 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-description-input at index 0
2026-02-07 11:55:22,734 | TEXTAREA | INFO | Fill 'textarea' 'Textarea' to value 'лень придумывать'
2026-02-07 11:55:22,764 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-description-input at index 0
2026-02-07 11:55:22,764 | TEXTAREA | INFO | Checking that 'textarea' 'Textarea' has value 'лень придумывать'
2026-02-07 11:55:22,776 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-max-score-input at index 0
2026-02-07 11:55:22,777 | INPUT | INFO | Fill 'input' 'Input' to value '100'
2026-02-07 11:55:22,811 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-max-score-input at index 0
2026-02-07 11:55:22,811 | INPUT | INFO | Checking that 'input' 'Input' has value '100'
2026-02-07 11:55:22,821 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-07 11:55:22,822 | INPUT | INFO | Fill 'input' 'Input' to value '40'
2026-02-07 11:55:22,858 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-07 11:55:22,858 | INPUT | INFO | Checking that 'input' 'Input' has value '40'
2026-02-07 11:55:22,868 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-toolbar-create-course-button at index 0
2026-02-07 11:55:22,868 | BASE_ELEMENT | INFO | Clicking button 'Create button'
2026-02-07 11:55:22,933 | BASE_COMPONENT | INFO | Checking that current url mathes pattern ".*/#/courses"
2026-02-07 11:55:22,940 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-widget-title-text at index 0
2026-02-07 11:55:22,940 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-07 11:55:22,949 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-widget-title-text at index 0
2026-02-07 11:55:22,949 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Новый тайтл'
2026-02-07 11:55:22,957 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-preview-image at index 0
2026-02-07 11:55:22,958 | BASE_ELEMENT | INFO | Checking  that image 'Image is visible'
2026-02-07 11:55:22,969 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-max-score-info-row-view-text at index 0
2026-02-07 11:55:22,969 | BASE_ELEMENT | INFO | Checking  that text 'Max_score is visible'
2026-02-07 11:55:22,976 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-max-score-info-row-view-text at index 0
2026-02-07 11:55:22,976 | BASE_ELEMENT | INFO | Checking  that text 'Max_score' has text 'Max score: 100'
2026-02-07 11:55:22,984 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-min-score-info-row-view-text at index 0
2026-02-07 11:55:22,984 | BASE_ELEMENT | INFO | Checking  that text 'Min_score is visible'
2026-02-07 11:55:22,992 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-min-score-info-row-view-text at index 0
2026-02-07 11:55:22,992 | BASE_ELEMENT | INFO | Checking  that text 'Min_score' has text 'Min score: 40'
2026-02-07 11:55:23,001 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-estimated-time-info-row-view-text at index 0
2026-02-07 11:55:23,001 | BASE_ELEMENT | INFO | Checking  that text 'Estimated_time is visible'
2026-02-07 11:55:23,008 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-estimated-time-info-row-view-text at index 0
2026-02-07 11:55:23,008 | BASE_ELEMENT | INFO | Checking  that text 'Estimated_time' has text 'Estimated time: 1 day'
