2026-02-07 15:07:57,408 | BASE_PAGE | INFO | Opening the url "./#/courses/create"
2026-02-07 15:08:00,125 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-07 15:08:00,126 | INPUT | INFO | Fill 'input' 'Input' to value '20'
2026-02-07 15:08:00,198 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-07 15:08:00,198 | INPUT | INFO | Checking that 'input' 'Input' has value '20'
2026-02-07 15:08:00,229 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-toolbar-create-course-button at index 0
2026-02-07 15:08:00,229 | BASE_ELEMENT | INFO | Clicking button 'Create button'
2026-02-07 15:08:00,382 | BASE_COMPONENT | INFO | Checking that current url mathes pattern ".*/#/courses"
2026-02-07 15:08:00,414 | BASE_ELEMENT | INFO | Getting locator with data-testid=courses-list-toolbar-title-text at index 0
2026-02-07 15:08:00,418 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-07 15:08:00,445 | BASE_ELEMENT | INFO | Getting locator with data-testid=courses-list-toolbar-title-text at index 0
2026-02-07 15:08:00,445 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Courses'
2026-02-07 15:08:00,463 | BASE_ELEMENT | INFO | Getting locator with data-testid=courses-list-toolbar-create-course-button at index 0
2026-02-07 15:08:00,463 | BASE_ELEMENT | INFO | Checking  that button 'Create button is visible'
2026-02-07 15:08:00,473 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-widget-title-text at index 0
2026-02-07 15:08:00,474 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-07 15:08:00,483 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-widget-title-text at index 0
2026-02-07 15:08:00,483 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Playwright'
2026-02-07 15:08:00,493 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-preview-image at index 0
2026-02-07 15:08:00,493 | BASE_ELEMENT | INFO | Checking  that image 'Image is visible'
2026-02-07 15:08:00,511 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-max-score-info-row-view-text at index 0
2026-02-07 15:08:00,511 | BASE_ELEMENT | INFO | Checking  that text 'Max_score is visible'
2026-02-07 15:08:00,522 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-max-score-info-row-view-text at index 0
2026-02-07 15:08:00,522 | BASE_ELEMENT | INFO | Checking  that text 'Max_score' has text 'Max score: 40'
2026-02-07 15:08:00,536 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-min-score-info-row-view-text at index 0
2026-02-07 15:08:00,536 | BASE_ELEMENT | INFO | Checking  that text 'Min_score is visible'
2026-02-07 15:08:00,545 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-min-score-info-row-view-text at index 0
2026-02-07 15:08:00,545 | BASE_ELEMENT | INFO | Checking  that text 'Min_score' has text 'Min score: 20'
2026-02-07 15:08:00,557 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-estimated-time-info-row-view-text at index 0
2026-02-07 15:08:00,557 | BASE_ELEMENT | INFO | Checking  that text 'Estimated_time is visible'
2026-02-07 15:08:00,567 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-estimated-time-info-row-view-text at index 0
2026-02-07 15:08:00,567 | BASE_ELEMENT | INFO | Checking  that text 'Estimated_time' has text 'Estimated time: 2 days'
