2026-02-07 15:07:00,347 | BASE_PAGE | INFO | Opening the url "./#/courses/create"
2026-02-07 15:07:03,244 | INPUT | INFO | Checking that 'input' 'Input' has value '1 day'
2026-02-07 15:07:03,253 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-description-input at index 0
2026-02-07 15:07:03,254 | TEXTAREA | INFO | Fill 'textarea' 'Textarea' to value 'лень придумывать'
2026-02-07 15:07:03,293 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-description-input at index 0
2026-02-07 15:07:03,293 | TEXTAREA | INFO | Checking that 'textarea' 'Textarea' has value 'лень придумывать'
2026-02-07 15:07:03,305 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-max-score-input at index 0
2026-02-07 15:07:03,305 | INPUT | INFO | Fill 'input' 'Input' to value '100'
2026-02-07 15:07:03,339 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-max-score-input at index 0
2026-02-07 15:07:03,339 | INPUT | INFO | Checking that 'input' 'Input' has value '100'
2026-02-07 15:07:03,356 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-07 15:07:03,356 | INPUT | INFO | Fill 'input' 'Input' to value '40'
2026-02-07 15:07:03,402 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-form-min-score-input at index 0
2026-02-07 15:07:03,402 | INPUT | INFO | Checking that 'input' 'Input' has value '40'
2026-02-07 15:07:03,418 | BASE_ELEMENT | INFO | Getting locator with data-testid=create-course-toolbar-create-course-button at index 0
2026-02-07 15:07:03,418 | BASE_ELEMENT | INFO | Clicking button 'Create button'
2026-02-07 15:07:03,535 | BASE_COMPONENT | INFO | Checking that current url mathes pattern ".*/#/courses"
2026-02-07 15:07:03,545 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-widget-title-text at index 0
2026-02-07 15:07:03,545 | BASE_ELEMENT | INFO | Checking  that text 'Tittle is visible'
2026-02-07 15:07:03,555 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-widget-title-text at index 0
2026-02-07 15:07:03,555 | BASE_ELEMENT | INFO | Checking  that text 'Tittle' has text 'Новый тайтл'
2026-02-07 15:07:03,568 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-preview-image at index 0
2026-02-07 15:07:03,568 | BASE_ELEMENT | INFO | Checking  that image 'Image is visible'
2026-02-07 15:07:03,584 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-max-score-info-row-view-text at index 0
2026-02-07 15:07:03,584 | BASE_ELEMENT | INFO | Checking  that text 'Max_score is visible'
2026-02-07 15:07:03,593 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-max-score-info-row-view-text at index 0
2026-02-07 15:07:03,594 | BASE_ELEMENT | INFO | Checking  that text 'Max_score' has text 'Max score: 100'
2026-02-07 15:07:03,603 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-min-score-info-row-view-text at index 0
2026-02-07 15:07:03,603 | BASE_ELEMENT | INFO | Checking  that text 'Min_score is visible'
2026-02-07 15:07:03,611 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-min-score-info-row-view-text at index 0
2026-02-07 15:07:03,611 | BASE_ELEMENT | INFO | Checking  that text 'Min_score' has text 'Min score: 40'
2026-02-07 15:07:03,620 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-estimated-time-info-row-view-text at index 0
2026-02-07 15:07:03,620 | BASE_ELEMENT | INFO | Checking  that text 'Estimated_time is visible'
2026-02-07 15:07:03,629 | BASE_ELEMENT | INFO | Getting locator with data-testid=course-estimated-time-info-row-view-text at index 0
2026-02-07 15:07:03,630 | BASE_ELEMENT | INFO | Checking  that text 'Estimated_time' has text 'Estimated time: 1 day'
